ACTION START 1200 0 START
ACTION QUERY 1200 10 financial literacy
ACTION SERP 1200 15 EXAMINE_SERP
ACTION SNIPPET 1200 18 SNIPPET_NOT_RELEVANT 115432377
ACTION SNIPPET 1200 21 SNIPPET_NOT_RELEVANT 78434829
ACTION SNIPPET 1200 24 SNIPPET_NOT_RELEVANT 136971835
ACTION SNIPPET 1200 27 SNIPPET_NOT_RELEVANT 11466682
ACTION SNIPPET 1200 30 SNIPPET_NOT_RELEVANT 160674976
ACTION SNIPPET 1200 33 SNIPPET_NOT_RELEVANT 74706855
ACTION SNIPPET 1200 36 SNIPPET_NOT_RELEVANT 126393837
ACTION SNIPPET 1200 39 SNIPPET_NOT_RELEVANT 74725213
ACTION SNIPPET 1200 42 SNIPPET_NOT_RELEVANT 8035812
ACTION SNIPPET 1200 45 SNIPPET_NOT_RELEVANT 2630871
ACTION SNIPPET 1200 48 SNIPPET_NOT_RELEVANT 155645554
ACTION SNIPPET 1200 51 SNIPPET_NOT_RELEVANT 157891151
ACTION SNIPPET 1200 54 SNIPPET_NOT_RELEVANT 64822885
ACTION SNIPPET 1200 57 SNIPPET_NOT_RELEVANT 162331779
ACTION SNIPPET 1200 60 SNIPPET_NOT_RELEVANT 6101800
ACTION SNIPPET 1200 63 SNIPPET_NOT_RELEVANT 129184934
ACTION SNIPPET 1200 66 SNIPPET_NOT_RELEVANT 123848779
ACTION SNIPPET 1200 69 SNIPPET_NOT_RELEVANT 10992149
ACTION SNIPPET 1200 72 SNIPPET_NOT_RELEVANT 83504342
ACTION SNIPPET 1200 75 SNIPPET_NOT_RELEVANT 2870699
ACTION SNIPPET 1200 78 SNIPPET_NOT_RELEVANT 148237848
ACTION SNIPPET 1200 81 SNIPPET_NOT_RELEVANT 83693345
ACTION SNIPPET 1200 84 SNIPPET_NOT_RELEVANT 159477269
ACTION SNIPPET 1200 87 SNIPPET_NOT_RELEVANT 145415026
ACTION SNIPPET 1200 90 SNIPPET_NOT_RELEVANT 146417651
ACTION SNIPPET 1200 93 SNIPPET_NOT_RELEVANT 70303095
ACTION SNIPPET 1200 96 SNIPPET_NOT_RELEVANT 161771244
ACTION SNIPPET 1200 99 SNIPPET_NOT_RELEVANT 2520473
ACTION SNIPPET 1200 102 SNIPPET_NOT_RELEVANT 152598165
ACTION SNIPPET 1200 105 SNIPPET_NOT_RELEVANT 3039279
ACTION SNIPPET 1200 108 SNIPPET_NOT_RELEVANT 122249676
ACTION SNIPPET 1200 111 SNIPPET_NOT_RELEVANT 44832832
ACTION QUERY 1200 121 financial education 2015
ACTION SERP 1200 126 EXAMINE_SERP
ACTION SNIPPET 1200 129 SNIPPET_NOT_RELEVANT 7646569
ACTION SNIPPET 1200 132 SNIPPET_NOT_RELEVANT 83696066
ACTION SNIPPET 1200 135 SNIPPET_NOT_RELEVANT 145578134
ACTION SNIPPET 1200 138 SNIPPET_NOT_RELEVANT 162618087
ACTION SNIPPET 1200 141 SNIPPET_NOT_RELEVANT 156022687
ACTION SNIPPET 1200 144 SNIPPET_NOT_RELEVANT 8043304
ACTION SNIPPET 1200 147 SNIPPET_NOT_RELEVANT 128497437
ACTION SNIPPET 1200 150 SNIPPET_NOT_RELEVANT 121237262
ACTION SNIPPET 1200 153 SNIPPET_NOT_RELEVANT 26248286
ACTION SNIPPET 1200 156 SNIPPET_NOT_RELEVANT 91257590
ACTION SNIPPET 1200 159 SNIPPET_NOT_RELEVANT 137607350
ACTION SNIPPET 1200 162 SNIPPET_NOT_RELEVANT 122415413
ACTION SNIPPET 1200 165 SNIPPET_NOT_RELEVANT 74706855
ACTION SNIPPET 1200 168 SNIPPET_NOT_RELEVANT 69030991
ACTION SNIPPET 1200 171 SNIPPET_NOT_RELEVANT 51698195
ACTION SNIPPET 1200 174 SNIPPET_NOT_RELEVANT 57813432
ACTION SNIPPET 1200 177 SNIPPET_NOT_RELEVANT 121214242
ACTION SNIPPET 1200 180 SNIPPET_NOT_RELEVANT 2664361
ACTION SNIPPET 1200 183 SNIPPET_NOT_RELEVANT 160674976
ACTION SNIPPET 1200 186 SNIPPET_NOT_RELEVANT 136045001
ACTION SNIPPET 1200 189 SNIPPET_NOT_RELEVANT 11465762
ACTION SNIPPET 1200 192 SNIPPET_NOT_RELEVANT 39761444
ACTION SNIPPET 1200 195 SNIPPET_NOT_RELEVANT 122506402
ACTION SNIPPET 1200 198 SNIPPET_NOT_RELEVANT 145382641
ACTION SNIPPET 1200 201 SNIPPET_NOT_RELEVANT 16125662
ACTION SNIPPET 1200 204 SNIPPET_NOT_RELEVANT 78766467
ACTION SNIPPET 1200 207 SNIPPET_NOT_RELEVANT 143390170
ACTION SNIPPET 1200 210 SNIPPET_NOT_RELEVANT 16143559
ACTION SNIPPET 1200 213 SNIPPET_NOT_RELEVANT 96650433
ACTION SNIPPET 1200 216 SNIPPET_NOT_RELEVANT 65495681
ACTION SNIPPET 1200 219 SNIPPET_NOT_RELEVANT 4234408
ACTION SNIPPET 1200 222 SNIPPET_NOT_RELEVANT 63581621
ACTION QUERY 1200 232 financial literacy 2015
ACTION SERP 1200 237 EXAMINE_SERP
ACTION SNIPPET 1200 240 SNIPPET_NOT_RELEVANT 83696066
ACTION SNIPPET 1200 243 SNIPPET_NOT_RELEVANT 78543787
ACTION SNIPPET 1200 246 SNIPPET_NOT_RELEVANT 10992149
ACTION SNIPPET 1200 249 SNIPPET_NOT_RELEVANT 10995101
ACTION SNIPPET 1200 252 SNIPPET_NOT_RELEVANT 51698195
ACTION SNIPPET 1200 255 SNIPPET_NOT_RELEVANT 115432377
ACTION SNIPPET 1200 258 SNIPPET_NOT_RELEVANT 78434829
ACTION SNIPPET 1200 261 SNIPPET_NOT_RELEVANT 136971835
ACTION SNIPPET 1200 264 SNIPPET_NOT_RELEVANT 11466682
ACTION SNIPPET 1200 267 SNIPPET_NOT_RELEVANT 160674976
ACTION SNIPPET 1200 270 SNIPPET_NOT_RELEVANT 74706855
ACTION SNIPPET 1200 273 SNIPPET_NOT_RELEVANT 126393837
ACTION SNIPPET 1200 276 SNIPPET_NOT_RELEVANT 74725213
ACTION SNIPPET 1200 279 SNIPPET_NOT_RELEVANT 8035812
ACTION SNIPPET 1200 282 SNIPPET_NOT_RELEVANT 2630871
ACTION SNIPPET 1200 285 SNIPPET_NOT_RELEVANT 155645554
ACTION SNIPPET 1200 288 SNIPPET_NOT_RELEVANT 157891151
ACTION SNIPPET 1200 291 SNIPPET_NOT_RELEVANT 64822885
ACTION SNIPPET 1200 294 SNIPPET_NOT_RELEVANT 162331779
ACTION SNIPPET 1200 297 SNIPPET_NOT_RELEVANT 6101800
ACTION SNIPPET 1200 300 SNIPPET_NOT_RELEVANT 129184934
ACTION SNIPPET 1200 303 SNIPPET_NOT_RELEVANT 123848779
ACTION SNIPPET 1200 306 SNIPPET_NOT_RELEVANT 83504342
ACTION SNIPPET 1200 309 SNIPPET_NOT_RELEVANT 2870699
ACTION SNIPPET 1200 312 SNIPPET_NOT_RELEVANT 148237848
ACTION SNIPPET 1200 315 SNIPPET_NOT_RELEVANT 83693345
ACTION SNIPPET 1200 318 SNIPPET_NOT_RELEVANT 159477269
ACTION SNIPPET 1200 321 SNIPPET_NOT_RELEVANT 145415026
ACTION SNIPPET 1200 324 SNIPPET_NOT_RELEVANT 146417651
ACTION SNIPPET 1200 327 SNIPPET_NOT_RELEVANT 70303095
ACTION SNIPPET 1200 330 SNIPPET_NOT_RELEVANT 161771244
ACTION SNIPPET 1200 333 SNIPPET_NOT_RELEVANT 2520473
ACTION QUERY 1200 343 financial literacy of students 2020
ACTION SERP 1200 348 EXAMINE_SERP
ACTION SNIPPET 1200 351 SNIPPET_NOT_RELEVANT 11466682
ACTION SNIPPET 1200 354 SNIPPET_NOT_RELEVANT 129184934
ACTION SNIPPET 1200 357 SNIPPET_NOT_RELEVANT 143280373
ACTION SNIPPET 1200 360 SNIPPET_NOT_RELEVANT 160669334
ACTION SNIPPET 1200 363 SNIPPET_NOT_RELEVANT 146417651
ACTION SNIPPET 1200 366 SNIPPET_NOT_RELEVANT 74706855
ACTION SNIPPET 1200 369 SNIPPET_NOT_RELEVANT 155645554
ACTION SNIPPET 1200 372 SNIPPET_NOT_RELEVANT 64822885
ACTION SNIPPET 1200 375 SNIPPET_NOT_RELEVANT 129834049
ACTION SNIPPET 1200 378 SNIPPET_NOT_RELEVANT 68603562
ACTION SNIPPET 1200 381 SNIPPET_NOT_RELEVANT 136971835
ACTION SNIPPET 1200 384 SNIPPET_NOT_RELEVANT 161771244
ACTION SNIPPET 1200 387 SNIPPET_NOT_RELEVANT 19179074
ACTION SNIPPET 1200 390 SNIPPET_NOT_RELEVANT 136045001
ACTION SNIPPET 1200 393 SNIPPET_NOT_RELEVANT 126393837
ACTION SNIPPET 1200 396 SNIPPET_NOT_RELEVANT 159477269
ACTION SNIPPET 1200 399 SNIPPET_NOT_RELEVANT 91393043
ACTION SNIPPET 1200 402 SNIPPET_NOT_RELEVANT 74591577
ACTION SNIPPET 1200 405 SNIPPET_NOT_RELEVANT 129015179
ACTION SNIPPET 1200 408 SNIPPET_NOT_RELEVANT 151718734
ACTION SNIPPET 1200 411 SNIPPET_NOT_RELEVANT 152045332
ACTION SNIPPET 1200 414 SNIPPET_NOT_RELEVANT 15109830
ACTION SNIPPET 1200 417 SNIPPET_NOT_RELEVANT 70301088
ACTION SNIPPET 1200 420 SNIPPET_NOT_RELEVANT 83504342
ACTION SNIPPET 1200 423 SNIPPET_NOT_RELEVANT 98841117
ACTION SNIPPET 1200 426 SNIPPET_NOT_RELEVANT 10996218
ACTION SNIPPET 1200 429 SNIPPET_NOT_RELEVANT 74725213
ACTION SNIPPET 1200 432 SNIPPET_NOT_RELEVANT 156054253
ACTION SNIPPET 1200 435 SNIPPET_NOT_RELEVANT 11462940
ACTION SNIPPET 1200 438 SNIPPET_NOT_RELEVANT 122249676
ACTION SNIPPET 1200 441 SNIPPET_NOT_RELEVANT 74726978
ACTION SNIPPET 1200 444 SNIPPET_NOT_RELEVANT 87173797
ACTION QUERY 1200 454 Can can be done to prevent financial literacy of students 2020
ACTION SERP 1200 459 EXAMINE_SERP
ACTION SNIPPET 1200 462 SNIPPET_NOT_RELEVANT 129184934
ACTION SNIPPET 1200 465 SNIPPET_NOT_RELEVANT 11466682
ACTION SNIPPET 1200 468 SNIPPET_NOT_RELEVANT 146417651
ACTION SNIPPET 1200 471 SNIPPET_NOT_RELEVANT 143280373
ACTION SNIPPET 1200 474 SNIPPET_NOT_RELEVANT 91393043
ACTION SNIPPET 1200 477 SNIPPET_NOT_RELEVANT 74706855
ACTION SNIPPET 1200 480 SNIPPET_NOT_RELEVANT 161771244
ACTION SNIPPET 1200 483 SNIPPET_NOT_RELEVANT 11462940
ACTION SNIPPET 1200 486 SNIPPET_NOT_RELEVANT 10996218
ACTION SNIPPET 1200 489 SNIPPET_NOT_RELEVANT 83696066
ACTION SNIPPET 1200 492 SNIPPET_NOT_RELEVANT 68603562
ACTION SNIPPET 1200 495 SNIPPET_NOT_RELEVANT 129834049
ACTION SNIPPET 1200 498 SNIPPET_NOT_RELEVANT 152045332
ACTION SNIPPET 1200 501 SNIPPET_NOT_RELEVANT 159477269
ACTION SNIPPET 1200 504 SNIPPET_NOT_RELEVANT 160669334
ACTION SNIPPET 1200 507 SNIPPET_NOT_RELEVANT 122249676
ACTION SNIPPET 1200 510 SNIPPET_NOT_RELEVANT 156054253
ACTION SNIPPET 1200 513 SNIPPET_NOT_RELEVANT 86771934
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 40074024
ACTION SNIPPET 1200 519 SNIPPET_NOT_RELEVANT 18681866
ACTION SNIPPET 1200 522 SNIPPET_NOT_RELEVANT 145749873
ACTION SNIPPET 1200 525 SNIPPET_NOT_RELEVANT 138147630
ACTION SNIPPET 1200 528 SNIPPET_NOT_RELEVANT 51696579
ACTION SNIPPET 1200 531 SNIPPET_NOT_RELEVANT 148459863
ACTION SNIPPET 1200 534 SNIPPET_NOT_RELEVANT 148407655
ACTION SNIPPET 1200 537 SNIPPET_NOT_RELEVANT 137161979
ACTION SNIPPET 1200 540 SNIPPET_NOT_RELEVANT 148410527
ACTION SNIPPET 1200 543 SNIPPET_NOT_RELEVANT 160937847
ACTION SNIPPET 1200 546 SNIPPET_NOT_RELEVANT 153690605
ACTION SNIPPET 1200 549 SNIPPET_NOT_RELEVANT 162331779
ACTION SNIPPET 1200 552 SNIPPET_NOT_RELEVANT 146369341
ACTION SNIPPET 1200 555 SNIPPET_NOT_RELEVANT 26140129
ACTION QUERY 1200 565 How are the main causes of financial literacy of students 2020.
ACTION SERP 1200 570 EXAMINE_SERP
ACTION SNIPPET 1200 573 SNIPPET_NOT_RELEVANT 122782560
ACTION SNIPPET 1200 576 SNIPPET_NOT_RELEVANT 122249676
ACTION SNIPPET 1200 579 SNIPPET_NOT_RELEVANT 148407655
ACTION SNIPPET 1200 582 SNIPPET_NOT_RELEVANT 146417651
ACTION SNIPPET 1200 585 SNIPPET_NOT_RELEVANT 74706855
ACTION SNIPPET 1200 588 SNIPPET_NOT_RELEVANT 155645554
ACTION SNIPPET 1200 591 SNIPPET_NOT_RELEVANT 64822885
ACTION SNIPPET 1200 594 SNIPPET_NOT_RELEVANT 129184934
ACTION SNIPPET 1200 597 SNIPPET_NOT_RELEVANT 129834049
ACTION SNIPPET 1200 600 SNIPPET_NOT_RELEVANT 68603562
ACTION SNIPPET 1200 603 SNIPPET_NOT_RELEVANT 136971835
ACTION SNIPPET 1200 606 SNIPPET_NOT_RELEVANT 11466682
ACTION SNIPPET 1200 609 SNIPPET_NOT_RELEVANT 161771244
ACTION SNIPPET 1200 612 SNIPPET_NOT_RELEVANT 19179074
ACTION SNIPPET 1200 615 SNIPPET_NOT_RELEVANT 136045001
ACTION SNIPPET 1200 618 SNIPPET_NOT_RELEVANT 126393837
ACTION SNIPPET 1200 621 SNIPPET_NOT_RELEVANT 143280373
ACTION SNIPPET 1200 624 SNIPPET_NOT_RELEVANT 159477269
ACTION SNIPPET 1200 627 SNIPPET_NOT_RELEVANT 91393043
ACTION SNIPPET 1200 630 SNIPPET_NOT_RELEVANT 74591577
ACTION SNIPPET 1200 633 SNIPPET_NOT_RELEVANT 129015179
ACTION SNIPPET 1200 636 SNIPPET_NOT_RELEVANT 151718734
ACTION SNIPPET 1200 639 SNIPPET_NOT_RELEVANT 152045332
ACTION SNIPPET 1200 642 SNIPPET_NOT_RELEVANT 15109830
ACTION SNIPPET 1200 645 SNIPPET_NOT_RELEVANT 70301088
ACTION SNIPPET 1200 648 SNIPPET_NOT_RELEVANT 163215421
ACTION SNIPPET 1200 651 SNIPPET_NOT_RELEVANT 83504342
ACTION SNIPPET 1200 654 SNIPPET_NOT_RELEVANT 98841117
ACTION SNIPPET 1200 657 SNIPPET_NOT_RELEVANT 10996218
ACTION SNIPPET 1200 660 SNIPPET_NOT_RELEVANT 74725213
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 156054253
ACTION SNIPPET 1200 666 SNIPPET_NOT_RELEVANT 11462940
ACTION QUERY 1200 676 Who can be done to prevent financial literacy of students 2020?
ACTION SERP 1200 681 EXAMINE_SERP
ACTION SNIPPET 1200 684 SNIPPET_NOT_RELEVANT 129184934
ACTION SNIPPET 1200 687 SNIPPET_NOT_RELEVANT 11466682
ACTION SNIPPET 1200 690 SNIPPET_NOT_RELEVANT 91393043
ACTION SNIPPET 1200 693 SNIPPET_NOT_RELEVANT 122506402
ACTION SNIPPET 1200 696 SNIPPET_NOT_RELEVANT 152045332
ACTION SNIPPET 1200 699 SNIPPET_NOT_RELEVANT 143280373
ACTION SNIPPET 1200 702 SNIPPET_NOT_RELEVANT 159477269
ACTION SNIPPET 1200 705 SNIPPET_NOT_RELEVANT 155645554
ACTION SNIPPET 1200 708 SNIPPET_NOT_RELEVANT 86771934
ACTION SNIPPET 1200 711 SNIPPET_NOT_RELEVANT 9438248
ACTION SNIPPET 1200 714 SNIPPET_NOT_RELEVANT 74689160
ACTION SNIPPET 1200 717 SNIPPET_NOT_RELEVANT 160675690
ACTION SNIPPET 1200 720 SNIPPET_NOT_RELEVANT 68500619
ACTION SNIPPET 1200 723 SNIPPET_NOT_RELEVANT 26140129
ACTION SNIPPET 1200 726 SNIPPET_NOT_RELEVANT 10065585
ACTION SNIPPET 1200 729 SNIPPET_NOT_RELEVANT 146417651
ACTION SNIPPET 1200 732 SNIPPET_NOT_RELEVANT 160669334
ACTION SNIPPET 1200 735 SNIPPET_NOT_RELEVANT 122249676
ACTION SNIPPET 1200 738 SNIPPET_NOT_RELEVANT 70316166
ACTION SNIPPET 1200 741 SNIPPET_NOT_RELEVANT 145467950
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 74706855
ACTION SNIPPET 1200 747 SNIPPET_NOT_RELEVANT 126393837
ACTION SNIPPET 1200 750 SNIPPET_NOT_RELEVANT 42980627
ACTION SNIPPET 1200 753 SNIPPET_NOT_RELEVANT 87173797
ACTION SNIPPET 1200 756 SNIPPET_NOT_RELEVANT 122826199
ACTION SNIPPET 1200 759 SNIPPET_NOT_RELEVANT 162331779
ACTION SNIPPET 1200 762 SNIPPET_NOT_RELEVANT 163332051
ACTION SNIPPET 1200 765 SNIPPET_NOT_RELEVANT 161771244
ACTION SNIPPET 1200 768 SNIPPET_NOT_RELEVANT 139055514
ACTION SNIPPET 1200 771 SNIPPET_NOT_RELEVANT 98793496
ACTION SNIPPET 1200 774 SNIPPET_NOT_RELEVANT 129834049
ACTION SNIPPET 1200 777 SNIPPET_NOT_RELEVANT 68603562
ACTION QUERY 1200 787 How is public opinion on financial literacy of students 2020
ACTION SERP 1200 792 EXAMINE_SERP
ACTION SNIPPET 1200 795 SNIPPET_NOT_RELEVANT 11466682
ACTION SNIPPET 1200 798 SNIPPET_NOT_RELEVANT 129184934
ACTION SNIPPET 1200 801 SNIPPET_NOT_RELEVANT 143280373
ACTION SNIPPET 1200 804 SNIPPET_NOT_RELEVANT 129015179
ACTION SNIPPET 1200 807 SNIPPET_NOT_RELEVANT 136971835
ACTION SNIPPET 1200 810 SNIPPET_NOT_RELEVANT 64822885
ACTION SNIPPET 1200 813 SNIPPET_NOT_RELEVANT 148513333
ACTION SNIPPET 1200 816 SNIPPET_NOT_RELEVANT 83504342
ACTION SNIPPET 1200 819 SNIPPET_NOT_RELEVANT 153506637
ACTION SNIPPET 1200 822 SNIPPET_NOT_RELEVANT 160669334
ACTION SNIPPET 1200 825 SNIPPET_NOT_RELEVANT 31204084
ACTION SNIPPET 1200 828 SNIPPET_NOT_RELEVANT 63581621
ACTION SNIPPET 1200 831 SNIPPET_NOT_RELEVANT 98841117
ACTION SNIPPET 1200 834 SNIPPET_NOT_RELEVANT 163215421
ACTION SNIPPET 1200 837 SNIPPET_NOT_RELEVANT 164655229
ACTION SNIPPET 1200 840 SNIPPET_NOT_RELEVANT 70313248
ACTION SNIPPET 1200 843 SNIPPET_NOT_RELEVANT 44832832
ACTION SNIPPET 1200 846 SNIPPET_NOT_RELEVANT 146417651
ACTION SNIPPET 1200 849 SNIPPET_NOT_RELEVANT 74706855
ACTION SNIPPET 1200 852 SNIPPET_NOT_RELEVANT 155645554
ACTION SNIPPET 1200 855 SNIPPET_NOT_RELEVANT 129834049
ACTION SNIPPET 1200 858 SNIPPET_NOT_RELEVANT 68603562
ACTION SNIPPET 1200 861 SNIPPET_NOT_RELEVANT 161771244
ACTION SNIPPET 1200 864 SNIPPET_NOT_RELEVANT 19179074
ACTION SNIPPET 1200 867 SNIPPET_NOT_RELEVANT 136045001
ACTION SNIPPET 1200 870 SNIPPET_NOT_RELEVANT 126393837
ACTION SNIPPET 1200 873 SNIPPET_NOT_RELEVANT 159477269
ACTION SNIPPET 1200 876 SNIPPET_NOT_RELEVANT 91393043
ACTION SNIPPET 1200 879 SNIPPET_NOT_RELEVANT 74591577
ACTION SNIPPET 1200 882 SNIPPET_NOT_RELEVANT 148368306
ACTION SNIPPET 1200 885 SNIPPET_NOT_RELEVANT 151718734
ACTION SNIPPET 1200 888 SNIPPET_NOT_RELEVANT 152045332
ACTION QUERY 1200 898 How are the effects of financial literacy of students 2020 on education
ACTION SERP 1200 903 EXAMINE_SERP
